model,datetime_utc,latitude_deg_N,longitude_deg_E,f107a,f107_previous_day,ap,altitude_km_MSL,temperature_K,neutral_number_density_cm3,neutral_number_density_ratio_to_sea_level,mass_density_g_cm3,mass_density_ratio_to_sea_level,RREA_Eth_abs_kV_per_m,RREA_Eth_negative_kV_per_m,RREA_Eth_positive_kV_per_m
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,4.95,271.97343986978444,1.5024567099664568e+19,0.6075160687171803,0.0007220401143388403,0.6075160687171803,172.53456351567922,-172.53456351567922,172.53456351567922
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,5.0,271.6775782335221,1.4947061605763258e+19,0.6043821459461237,0.0007183154096397185,0.6043821459461236,171.64452944869913,-171.64452944869913,171.64452944869913
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,5.05,271.3807624753455,1.4869925716769673e+19,0.6012631680928827,0.000714608467154181,0.6012631680928826,170.7587397383787,-170.7587397383787,170.7587397383787
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,5.1,271.08298499760934,1.4793157916187492e+19,0.5981590738381609,0.0007109192140035104,0.5981590738381608,169.8771769700377,-169.8771769700377,169.8771769700377
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,5.15,270.78423834153966,1.4716756682177106e+19,0.5950698016466068,0.0007072475770522056,0.5950698016466068,168.99982366763635,-168.99982366763635,168.99982366763635
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,5.2,270.4845151874766,1.4640720487789527e+19,0.5919952897762722,0.0007035934829192223,0.5919952897762721,168.12666229646132,-168.12666229646132,168.12666229646132
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,5.25,270.18380835511124,1.4565047801197017e+19,0.5889354762879372,0.0006999568579890569,0.5889354762879372,167.25767526577417,-167.25767526577417,167.25767526577417
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,5.3,269.882110803717,1.448973708592053e+19,0.5858902990543069,0.0006963376284226764,0.5858902990543068,166.39284493142316,-166.39284493142316,166.39284493142316
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,5.35,269.5794156323741,1.441478680105422e+19,0.5828596957690894,0.0006927357201683077,0.5828596957690894,165.5321535984214,-165.5321535984214,165.5321535984214
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,5.4,269.27571608018906,1.434019540148682e+19,0.5798436039559475,0.0006891510589720764,0.5798436039559475,164.67558352348908,-164.67558352348908,164.67558352348908
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,5.45,268.97100552650653,1.4265961338119934e+19,0.5768419609773249,0.0006855835703884977,0.5768419609773248,163.82311691756027,-163.82311691756027,163.82311691756027
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,5.5,268.6652774911151,1.4192083058083543e+19,0.5738547040431602,0.000682033179790833,0.5738547040431601,162.9747359482575,-162.9747359482575,162.9747359482575
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,5.55,268.3585256344453,1.4118559004948316e+19,0.570881770219472,0.0006784998123812922,0.5708817702194718,162.13042274233004,-162.13042274233004,162.13042274233004
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,5.6,268.05074375776104,1.4045387618935239e+19,0.5679230964368347,0.0006749833932011088,0.5679230964368347,161.29015938806106,-161.29015938806106,161.29015938806106
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,5.65,267.74192580334255,1.3972567337122116e+19,0.5649786194987289,0.0006714838471404633,0.5649786194987289,160.45392793763898,-160.45392793763898,160.45392793763898
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,5.7,267.43206585466237,1.3900096593647352e+19,0.5620482760897808,0.000668001098948277,0.5620482760897808,159.62171040949775,-159.62171040949775,159.62171040949775
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,5.75,267.12115813655254,1.382797381991093e+19,0.5591320027838892,0.0006645350732418696,0.5591320027838891,158.79348879062454,-158.79348879062454,158.79348879062454
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,5.8,266.8091970153641,1.375619744477252e+19,0.5562297360522354,0.0006610856945164804,0.5562297360522354,157.96924503883483,-157.96924503883483,157.96924503883483
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,5.85,266.4961769991171,1.3684765894746806e+19,0.5533414122711818,0.0006576528871546551,0.5533414122711817,157.14896108501563,-157.14896108501563,157.14896108501563
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,5.9,266.182092737643,1.3613677594196214e+19,0.5504669677300645,0.0006542365754355074,0.5504669677300644,156.33261883533834,-156.33261883533834,156.33261883533834
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,5.95,265.86693902271674,1.354293096552063e+19,0.5476063386388647,0.0006508366835438372,0.5476063386388647,155.52020017343756,-155.52020017343756,155.52020017343756
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,6.0,265.55071078818054,1.3472524429344903e+19,0.54475946113579,0.0006474531355791401,0.5447594611357899,154.71168696256436,-154.71168696256436,154.71168696256436
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,6.05,265.23340311005757,1.3402456404703281e+19,0.5419262712947325,0.0006440858555644724,0.5419262712947323,153.90706104770402,-153.90706104770402,153.90706104770402
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,6.1,264.9150112066562,1.3332725309221415e+19,0.5391067051326278,0.000640734767455197,0.5391067051326277,153.1063042576663,-153.1063042576663,153.1063042576663
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,6.15,264.5955304386641,1.3263329559295855e+19,0.536300698616713,0.0006373997951476089,0.536300698616713,152.3093984071465,-152.3093984071465,152.3093984071465
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,6.2,264.2749563092323,1.3194267570270718e+19,0.5335081876716704,0.0006340808624874266,0.5335081876716705,151.5163252987544,-151.5163252987544,151.5163252987544
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,6.25,263.95328446404875,1.3125537756612155e+19,0.5307291081866817,0.0006307778932781757,0.5307291081866817,150.7270667250176,-150.7270667250176,150.7270667250176
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,6.3,263.63051069140135,1.30571385320801e+19,0.5279633960223727,0.000627490811289443,0.5279633960223729,149.94160447035387,-149.94160447035387,149.94160447035387
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,6.35,263.3066309222301,1.298906830989759e+19,0.5252109870176603,0.0006242195402650134,0.5252109870176602,149.15992031301553,-149.15992031301553,149.15992031301553
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,6.4,262.9816412301684,1.2921325502917743e+19,0.5224718169965032,0.0006209640039308947,0.5224718169965032,148.38199602700692,-148.38199602700692,148.38199602700692
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,6.45,262.65553783157304,1.2853908523788104e+19,0.5197458217745484,0.000617724126003215,0.5197458217745482,147.60781338397175,-147.60781338397175,147.60781338397175
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,6.5,262.3283170855425,1.2786815785112859e+19,0.5170329371656891,0.0006144998301960195,0.5170329371656891,146.8373541550557,-146.8373541550557,146.8373541550557
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,6.55,261.9999754939245,1.2720045699612525e+19,0.5143330989885226,0.0006112910402289426,0.5143330989885226,146.07060011274044,-146.07060011274044,146.07060011274044
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,6.6,261.67050970131083,1.2653596680281336e+19,0.5116462430727141,0.0006080976798347742,0.5116462430727141,145.3075330326508,-145.3075330326508,145.3075330326508
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,6.65,261.3399164950209,1.2587467140542362e+19,0.5089723052652684,0.0006049196727669119,0.5089723052652684,144.54813469533622,-144.54813469533622,144.54813469533622
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,6.7,261.0081928050722,1.252165549440029e+19,0.506311221436708,0.0006017569428067049,0.5063112214367079,143.79238688802508,-143.79238688802508,143.79238688802508
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,6.75,260.6753357041406,1.2456160156592032e+19,0.5036629274871629,0.000598609413770691,0.5036629274871629,143.04027140635426,-143.04027140635426,143.04027140635426
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,6.8,260.3413424075052,1.2390979542735006e+19,0.5010273593523661,0.0005954770095177223,0.5010273593523661,142.29177005607198,-142.29177005607198,142.29177005607198
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,6.85,260.0062102729831,1.2326112069473325e+19,0.4984044530095648,0.0005923596539559916,0.49840445300956476,141.54686465471642,-141.54686465471642,141.54686465471642
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,6.9,259.66993680085,1.2261556154621733e+19,0.4957941444833407,0.0005892572710499486,0.4957941444833405,140.80553703326876,-140.80553703326876,140.80553703326876
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,6.95,259.3325196337483,1.219731021730735e+19,0.4931963698513411,0.0005861697848271132,0.49319636985134113,140.06776903778086,-140.06776903778086,140.06776903778086
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,7.0,258.9939565565821,1.2133372678109497e+19,0.49061106524993287,0.0005830971193847928,0.49061106524993275,139.33354253098094,-139.33354253098094,139.33354253098094
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,7.05,258.65424549639897,1.2069741959197168e+19,0.48803816687976087,0.0005800391988966914,0.4880381668797609,138.6028393938521,-138.6028393938521,138.6028393938521
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,7.1,258.3133845222582,1.20064164844646e+19,0.4854776110112302,0.0005769959476194225,0.4854776110112301,137.87564152718937,-137.87564152718937,137.87564152718937
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,7.15,257.9713718450857,1.1943394679664687e+19,0.48292933398990034,0.0005739672898989226,0.4829293339899003,137.1519308531317,-137.1519308531317,137.1519308531317
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,7.2,257.62820581751504,1.1880674972540477e+19,0.4803932722418022,0.0005709531501767688,0.4803932722418021,136.43168931667182,-136.43168931667182,136.43168931667182
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,7.25,257.2838849337154,1.181825579295456e+19,0.4778693622786703,0.0005679534529963982,0.4778693622786701,135.71489888714237,-135.71489888714237,135.71489888714237
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,7.3,256.9384078292045,1.175613557301654e+19,0.4753575407030965,0.0005649681230092332,0.4753575407030965,135.0015415596794,-135.0015415596794,135.0015415596794
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,7.35,256.5917732806488,1.1694312747208557e+19,0.4728577442136062,0.0005619970849807137,0.47285774421360616,134.29159935666416,-134.29159935666416,134.29159935666416
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,7.4,256.24398020564837,1.1632785752508856e+19,0.4703699096096542,0.0005590402637962358,0.4703699096096541,133.5850543291418,-133.5850543291418,133.5850543291418
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,7.45,255.89502766250854,1.157155302851336e+19,0.4678939737965406,0.0005560975844669942,0.46789397379654046,132.88188855821753,-132.88188855821753,132.88188855821753
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,7.5,255.54491484999664,1.151061301755562e+19,0.4654298737902612,0.0005531689721357463,0.46542987379026096,132.18208415643417,-132.18208415643417,132.18208415643417
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,7.55,255.1936411070849,1.1449964164824566e+19,0.46297754672226865,0.000550254352082472,0.4629775467222686,131.4856232691243,-131.4856232691243,131.4856232691243
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,7.6,254.84120591267802,1.1389604918480691e+19,0.46053692984417033,0.0005473536497299556,0.4605369298441702,130.7924880757444,-130.7924880757444,130.7924880757444
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,7.65,254.48760888532692,1.1329533729770232e+19,0.458107960532345,0.0005444667906492745,0.4581079605323449,130.10266079118597,-130.10266079118597,130.10266079118597
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,7.7,254.13284978292754,1.1269749053137672e+19,0.45569057629249216,0.000541593700565205,0.4556905762924921,129.41612366706778,-129.41612366706778,129.41612366706778
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,7.75,253.77692850240467,1.1210249346336383e+19,0.45328471476410565,0.0005387343053615396,0.45328471476410565,128.732858993006,-128.732858993006,128.732858993006
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,7.8,253.41984507938162,1.115103307053759e+19,0.45089031372487987,0.0005358885310863236,0.45089031372487975,128.05284909786587,-128.05284909786587,128.05284909786587
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,7.85,253.0615996878344,1.1092098690437562e+19,0.44850731109504355,0.0005330563039570068,0.44850731109504355,127.37607635099236,-127.37607635099236,127.37607635099236
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,7.9,252.7021926397313,1.1033444674363042e+19,0.4461356449416232,0.0005302375503655089,0.4461356449416232,126.70252316342099,-126.70252316342099,126.70252316342099
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,7.95,252.34162438465697,1.0975069494375055e+19,0.4437752534826406,0.0005274321968832101,0.4437752534826406,126.03217198906992,-126.03217198906992,126.03217198906992
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,8.0,251.97989550942285,1.0916971626371066e+19,0.4414260750912431,0.0005246401702658589,0.4414260750912431,125.36500532591305,-125.36500532591305,125.36500532591305
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,8.05,251.61700673766066,1.085914955018536e+19,0.43908804829976306,0.0005218613974583967,0.43908804829976295,124.7010057171327,-124.7010057171327,124.7010057171327
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,8.1,251.2529589294021,1.0801601749687927e+19,0.43676111180371574,0.0005190958055997108,0.4367611118037158,124.04015575225527,-124.04015575225527,124.04015575225527
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,8.15,250.8877530806432,1.0744326712881662e+19,0.43444520446572993,0.0005163433220273035,0.43444520446572993,123.3824380682673,-123.3824380682673,123.3824380682673
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,8.2,250.52139032289304,1.0687322931997946e+19,0.4321402653194124,0.0005136038742818877,0.4321402653194124,122.72783535071312,-122.72783535071312,122.72783535071312
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,8.25,250.1538719227078,1.0630588903590707e+19,0.4298462335731517,0.0005108773901119057,0.42984623357315166,122.0763303347751,-122.0763303347751,122.0763303347751
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,8.3,249.78519928120943,1.0574123128628929e+19,0.4275630486138583,0.0005081637974779761,0.42756304861385835,121.42790580633576,-121.42790580633576,121.42790580633576
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,8.35,249.41537393358905,1.0517924112587553e+19,0.4252906500106405,0.0005054630245572607,0.4252906500106405,120.78254460302189,-120.78254460302189,120.78254460302189
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,8.4,249.04439754859501,1.0461990365536922e+19,0.4230289775184208,0.0005027749997477646,0.42302897751842083,120.1402296152315,-120.1402296152315,120.1402296152315
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,8.45,248.67227192800613,1.0406320402230684e+19,0.4207779710814905,0.0005000996516725597,0.4207779710814906,119.5009437871433,-119.5009437871433,119.5009437871433
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,8.5,248.29899900608962,1.0350912742192226e+19,0.41853757083700477,0.0004974369091839385,0.4185375708370047,118.86467011770935,-118.86467011770935,118.86467011770935
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,8.55,247.92458084904362,1.0295765909799666e+19,0.41630771711841863,0.0004947867013674991,0.41630771711841863,118.2313916616309,-118.2313916616309,118.2313916616309
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,8.6,247.54901965442448,1.0240878434369305e+19,0.4140883504588622,0.0004921489575461551,0.41408835045886216,117.60109153031686,-117.60109153031686,117.60109153031686
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,8.65,247.17231775055956,1.0186248850237784e+19,0.4118794115944621,0.0004895236072840841,0.411879411594462,116.97375289282724,-116.97375289282724,116.97375289282724
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,8.7,246.79447759594376,1.013187569684263e+19,0.4096808414675985,0.00048691058039059877,0.40968084146759853,116.34935897679797,-116.34935897679797,116.34935897679797
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,8.75,246.41550177862217,1.0077757518801658e+19,0.4074925812301158,0.0004843098069239618,0.4074925812301157,115.72789306935289,-115.72789306935289,115.72789306935289
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,8.8,246.03539301555702,1.0023892865990697e+19,0.40531457224646517,0.00048172121719512257,0.4053145722464651,115.10933851799611,-115.10933851799611,115.10933851799611
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,8.85,245.6541541519796,9.970280293620232e+18,0.403146756096804,0.00047914474177139917,0.403146756096804,114.49367873149234,-114.49367873149234,114.49367873149234
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,8.9,245.27178816072748,9.916918362310418e+18,0.40098907458002886,0.00047658031148008385,0.40098907458002886,113.8808971807282,-113.8808971807282,113.8808971807282
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,8.95,244.8882981415666,9.86380563816497e+18,0.39884146971676304,0.000474027857411994,0.39884146971676304,113.2709773995607,-113.2709773995607,113.2709773995607
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,9.0,244.50368732049859,9.810940692843633e+18,0.3967038837522873,0.00047148731092495503,0.3967038837522873,112.6639029856496,-112.6639029856496,112.6639029856496
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,9.05,244.11795904905358,9.758322103633332e+18,0.39457625915941635,0.0004689586036472191,0.39457625915941635,112.05965760127424,-112.05965760127424,112.05965760127424
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,9.1,243.73111680356803,9.70594845351811e+18,0.3924585386413271,0.0004664416674808265,0.39245853864132707,111.4582249741369,-111.4582249741369,111.4582249741369
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,9.15,243.34316418444752,9.653818331247661e+18,0.3903506651343296,0.0004639364346048994,0.3903506651343296,110.85958889814961,-110.85958889814961,110.85958889814961
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,9.2,242.95410491541588,9.60193033140471e+18,0.3882525818105917,0.0004614428374788794,0.38825258181059163,110.26373323420805,-110.26373323420805,110.26373323420805
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,9.25,242.5639428427495,9.550283054471072e+18,0.38616423208081,0.00045896080884570245,0.38616423208080985,109.67064191095005,-109.67064191095005,109.67064191095005
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,9.3,242.17268193449664,9.49887510689253e+18,0.38408555959683327,0.0004564902817349171,0.3840855595968332,109.08029892550064,-109.08029892550064,109.08029892550064
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,9.35,241.78032627968344,9.44770510114242e+18,0.38201650825423344,0.0004540311894657394,0.38201650825423344,108.49268834420229,-108.49268834420229,108.49268834420229
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,9.4,241.38688008750535,9.396771655784094e+18,0.3799570221948313,0.0004515834656500549,0.3799570221948312,107.90779430333208,-107.90779430333208,107.90779430333208
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,9.45,240.99234768650373,9.346073395532024e+18,0.3779070458091672,0.0004491470441953562,0.3779070458091672,107.32560100980348,-107.32560100980348,107.32560100980348
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,9.5,240.59673352373025,9.295608951311956e+18,0.3758665237389335,0.000446721859307632,0.3758665237389334,106.74609274185711,-106.74609274185711,106.74609274185711
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,9.55,240.2000421638956,9.245376960319676e+18,0.3738354008793505,0.000444307845494193,0.3738354008793506,106.16925384973555,-106.16925384973555,106.16925384973555
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,9.6,239.80227828850536,9.195376066078769e+18,0.3718136223815023,0.00044190493756644605,0.3718136223815023,105.59506875634665,-105.59506875634665,105.59506875634665
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,9.65,239.4034466949826,9.14560491849707e+18,0.36980113365461903,0.00043951307064260845,0.369801133654619,105.02352195791181,-105.02352195791181,105.02352195791181
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,9.7,239.0035522957757,9.096062173922141e+18,0.3677978803683202,0.0004371321801503733,0.36779788036832023,104.45459802460293,-104.45459802460293,104.45459802460293
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,9.75,238.60260011745476,9.046746495195552e+18,0.36580380845480953,0.0004347622018295178,0.3658038084548096,103.8882816011659,-103.8882816011659,103.8882816011659
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,9.8,238.20059529979287,8.997656551705995e+18,0.36381886411102277,0.0004324030717344565,0.3638188641110228,103.32455740753046,-103.32455740753046,103.32455740753046
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,9.85,237.79754309483567,8.948791019441404e+18,0.3618429938007348,0.0004300547262367454,0.3618429938007347,102.76341023940869,-102.76341023940869,102.76341023940869
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,9.9,237.39344886595742,8.9001485810399e+18,0.35987614425661985,0.000427717102027531,0.3598761442566198,102.20482496888003,-102.20482496888003,102.20482496888003
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,9.95,236.9883180869039,8.851727925839651e+18,0.35791826248226766,0.00042539013611994566,0.35791826248226766,101.64878654496401,-101.64878654496401,101.64878654496401
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,10.0,236.58215634082418,8.80352774992778e+18,0.3559692957541607,0.0004230737658514581,0.3559692957541607,101.09527999418164,-101.09527999418164,101.09527999418164
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,10.05,236.17498749336255,8.755546083645275e+18,0.3540291644294387,0.0004207678965655762,0.35402916442943866,100.5442826979606,-100.5442826979606,100.5442826979606
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,10.1,235.76690770838383,8.707778322388286e+18,0.3520976823216504,0.00041847230697747575,0.3520976823216504,99.99574177934872,-99.99574177934872,99.99574177934872
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,10.15,235.3580300393731,8.660219327874892e+18,0.3501746416651536,0.00041618675015520583,0.35017464166515366,99.44959823290363,-99.44959823290363,99.44959823290363
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,10.2,234.9484661270286,8.612864110567495e+18,0.34825984070876,0.0004139109863150657,0.3482598407087599,98.90579476128784,-98.90579476128784,98.90579476128784
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,10.25,234.53832619832176,8.565707827359798e+18,0.3463530836222085,0.00041164478271044807,0.34635308362220846,98.36427574870721,-98.36427574870721,98.36427574870721
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,10.3,234.1277190666573,8.518745779286468e+18,0.34445418040355574,0.0004093879135217703,0.3444541804035557,97.82498723460984,-97.82498723460984,97.82498723460984
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,10.35,233.71675213310527,8.471973409254915e+18,0.3425629467874612,0.0004071401597474713,0.3425629467874612,97.28787688763897,-97.28787688763897,97.28787688763897
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,10.4,233.30553138866654,8.425386299798589e+18,0.3406792041543416,0.00040490130909603977,0.34067920415434166,96.75289397983302,-96.75289397983302,96.75289397983302
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,10.45,232.89416141754205,8.37898017085111e+18,0.3388027794403687,0.0004026711558790456,0.33880277944036863,96.2199893610647,-96.2199893610647,96.2199893610647
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,10.5,232.4827454013713,8.332750877540744e+18,0.33693350504828895,0.0004004495009051485,0.3369335050482889,95.68911543371406,-95.68911543371406,95.68911543371406
NRLMSISE-00,2000-07-01T12:00:00Z,25.0,-90.0,150.0,150.0,4.0,10.55,232.0713851244085,8.286694408004653e+18,0.33507121875904317,0.0003982361513750562,0.3350712187590431,95.16022612756827,-95.16022612756827,95.16022612756827
